NUTS3;CODE
'NO083';'1658'
'NO094';'3929'
'NO084';'1923'
'NO092';'4563'
'NO083';'1776'
'NO020';'2100'
'NO092';'4820'
'NO085';'3531'
'NO0A2';'6899'
'NO081';'0153'
'NO0A3';'6514'
'NO020';'2611'
'NO094';'3716'
'NO081';'1263'
'NO0A2';'5151'
'NO084';'1394'
'NO083';'1529'
'NO0A2';'5231'
'NO020';'2114'
'NO0A2';'5462'
'NO094';'3942'
'NO0A3';'6060'
'NO092';'4626'
'NO020';'2324'
'NO0A1';'5517'
'NO060';'7777'
'NO0A3';'6521'
'NO071';'8064'
'NO072';'9427'
'NO020';'2224'
'NO0A2';'5225'
'NO0A2';'5472'
'NO081';'0181'
'NO0A2';'5223'
'NO0A3';'6222'
'NO0A2';'5136'
'NO071';'8020'
'NO0A2';'5416'
'NO0A2';'5237'
'NO060';'7057'
'NO0A2';'5043'
'NO0A2';'6700'
'NO0A2';'5010'
'NO0A1';'4031'
'NO071';'8614'
'NO092';'4846'
'NO084';'3477'
'NO0A2';'5227'
'NO092';'4658'
'NO0A3';'6008'
'NO020';'2280'
'NO092';'4656'
'NO081';'0874'
'NO0A2';'5034'
'NO081';'0010'
'NO0A2';'5254'
'NO0A2';'6854'
'NO081';'0184'
'NO0A3';'6445'
'NO0A1';'5527'
'NO093';'3260'
'NO060';'7623'
'NO060';'7088'
'NO073';'9593'
'NO093';'3184'
'NO020';'2920'
'NO085';'3370'
'NO0A3';'6165'
'NO071';'8523'
'NO084';'2015'
'NO081';'0362'
'NO084';'1476'
'NO0A1';'4010'
'NO083';'1666'
'NO060';'7345'
'NO0A1';'4374'
'NO084';'1365'
'NO093';'3128'
'NO0A2';'5224'
'NO0A1';'4048'
'NO060';'7012'
'NO094';'3804'
'NO0A2';'5013'
'NO0A2';'6814'
'NO081';'0772'
'NO081';'1189'
'NO084';'3484'
'NO060';'7056'
'NO094';'3944'
'NO093';'3182'
'NO081';'0459'
'NO0A3';'6433'
'NO0A2';'5172'
'NO071';'8907'
'NO060';'7510'
'NO081';'0581'
'NO094';'3918'
'NO020';'2423'
'NO0A3';'6080'
'NO060';'7014'
'NO081';'0167'
'NO084';'1388'
'NO0A3';'6525'
'NO081';'0850'
'NO0A1';'4046'
'NO081';'0953'
'NO083';'1632'
'NO072';'9430'
'NO081';'0485'
'NO094';'3911'
'NO081';'1168'
'NO0A1';'4127'
'NO084';'1903'
'NO084';'3442'
'NO0A2';'5612'
'NO071';'8360'
'NO081';'0190'
'NO085';'3615'
'NO094';'3733'
'NO073';'9595'
'NO081';'0864'
'NO060';'7750'
'NO081';'0777'
'NO081';'0165'
'NO083';'1608'
'NO060';'7168'
'NO085';'3012'
'NO081';'0480'
'NO084';'2056'
'NO081';'0187'
'NO081';'1187'
'NO073';'9516'
'NO0A3';'6050'
'NO085';'3029'
'NO094';'3849'
'NO0A2';'5417'
'NO0A3';'6265'
'NO0A3';'6016'
'NO093';'3237'
'NO081';'0688'
'NO020';'2265'
'NO094';'3724'
'NO084';'1349'
'NO0A2';'5243'
'NO0A2';'5163'
'NO020';'2662'
'NO081';'0776'
'NO083';'1767'
'NO081';'0566'
'NO071';'8019'
'NO020';'2632'
'NO073';'9730'
'NO081';'0669'
'NO020';'2435'
'NO060';'7730'
'NO072';'9350'
'NO094';'3965'
'NO060';'7710'
'NO084';'1454'
'NO084';'3474'
'NO092';'4625'
'NO0A2';'5208'
'NO0A3';'6636'
'NO060';'7110'
'NO084';'2030'
'NO081';'0481'
'NO020';'2642'
'NO093';'3221'
'NO081';'0164'
'NO081';'1271'
'NO084';'1344'
'NO084';'1448'
'NO0A2';'6770'
'NO020';'2817'
'NO085';'3402'
'NO081';'0451'
'NO071';'8406'
'NO0A3';'6453'
'NO094';'3715'
'NO060';'7361'
'NO085';'3351'
'NO060';'7462'
'NO0A1';'4291'
