NUTS3;CODE
'CH057';'8552'
'CH057';'8553'
'CH032';'4455'
'CH057';'8558'
'CH032';'4452'
'CH032';'4453'
'CH057';'8556'
'CH032';'4442'
'CH032';'4443'
'CH057';'8546'
'CH057';'8547'
'CH032';'4441'
'CH040';'8544'
'CH032';'4446'
'CH040';'8545'
'CH032';'4447'
'CH032';'4444'
'CH032';'4445'
'CH040';'8548'
'CH032';'4434'
'CH032';'4435'
'CH032';'4432'
'CH032';'4433'
'CH057';'8536'
'CH032';'4438'
'CH057';'8537'
'CH040';'8542'
'CH032';'4436'
'CH040';'8543'
'CH032';'4437'
'CH032';'4426'
'CH032';'4424'
'CH032';'4425'
'CH032';'4431'
'CH057';'8535'
'CH057';'8532'
'CH032';'4418'
'CH032';'4419'
'CH057';'8522'
'CH032';'4416'
'CH040';'8523'
'CH032';'4417'
'CH032';'4422'
'CH032';'4423'
'CH057';'8526'
'CH023';'4421'
'CH057';'8524'
'CH021';'4538'
'CH057';'8525'
'CH021';'4539'
'CH057';'8514'
'CH021';'4536'
'CH021';'4537'
'CH057';'8512'
'CH023';'4542'
'CH023';'4543'
'CH040';'8634'
'CH023';'4528'
'CH040';'8635'
'CH040';'8632'
'CH023';'4534'
'CH040';'8633'
'CH023';'4535'
'CH055';'8638'
'CH023';'4532'
'CH024';'2126'
'CH061';'6210'
'CH024';'2127'
'CH061';'6211'
'CH024';'2124'
'CH061';'6208'
'CH024';'2114'
'CH061';'6214'
'CH024';'2115'
'CH061';'6215'
'CH024';'2112'
'CH061';'6212'
'CH024';'2113'
'CH061';'6213'
'CH066';'6330'
'CH066';'6331'
'CH024';'2116'
'CH024';'2117'
'CH066';'6332'
'CH066';'6333'
'CH066';'6314'
'CH066';'6315'
'CH066';'6312'
'CH066';'6313'
'CH066';'6318'
'CH066';'6319'
'CH066';'6317'
'CH024';'2208'
'CH066';'6300'
'CH024';'2206'
'CH024';'2207'
'CH061';'6288'
'CH061';'6289'
'CH061';'6294'
'CH061';'6295'
'CH061';'6283'
'CH061';'6280'
'CH061';'6286'
'CH061';'6287'
'CH061';'6284'
'CH061';'6285'
'CH061';'6274'
'CH061';'6275'
'CH061';'6276'
'CH061';'6277'
'CH065';'6386'
'CH065';'6387'
'CH024';'2300'
'CH064';'6390'
'CH065';'6388'
'CH065';'6376'
'CH062';'6377'
'CH065';'6382'
'CH065';'6383'
'CH065';'6370'
'CH065';'6374'
'CH065';'6375'
'CH065';'6372'
'CH065';'6373'
'CH065';'6362'
'CH065';'6363'
'CH065';'6365'
'CH061';'6354'
'CH061';'6353'
'CH063';'6356'
'CH061';'6344'
'CH066';'6345'
'CH066';'6343'
'CH066';'6340'
'CH011';'1854'
'CH011';'1852'
'CH011';'1853'
'CH011';'1846'
'CH011';'1847'
'CH011';'1844'
'CH011';'1845'
'CH011';'1832'
'CH011';'1833'
'CH011';'1824'
'CH011';'1816'
'CH011';'1817'
'CH011';'1822'
'CH011';'1823'
'CH011';'1820'
'CH011';'1808'
'CH011';'1809'
'CH011';'1814'
'CH011';'1815'
'CH011';'1802'
'CH011';'1803'
'CH011';'1800'
'CH011';'1801'
'CH011';'1806'
'CH011';'1807'
'CH011';'1804'
'CH011';'1805'
'CH022';'1794'
'CH022';'1795'
'CH023';'4533'
'CH040';'8636'
'CH023';'4522'
'CH040';'8637'
'CH023';'4523'
'CH040';'8626'
'CH040';'8627'
'CH040';'8624'
'CH040';'8625'
'CH040';'8630'
'CH023';'4524'
'CH023';'4525'
'CH023';'4514'
'CH023';'4515'
'CH040';'8618'
'CH023';'4512'
'CH023';'4513'
'CH040';'8616'
'CH040';'8617'
'CH040';'8623'
'CH040';'8620'
'CH040';'8610'
'CH040';'8608'
'CH040';'8614'
'CH040';'8615'
'CH040';'8602'
'CH032';'4496'
'CH040';'8603'
'CH032';'4497'
'CH040';'8600'
'CH040';'8606'
'CH023';'4500'
'CH040';'8607'
'CH040';'8604'
'CH040';'8605'
'CH057';'8594'
'CH057';'8595'
'CH057';'8592'
'CH032';'4494'
'CH057';'8593'
'CH032';'4495'
'CH057';'8598'
'CH032';'4492'
'CH057';'8599'
'CH032';'4493'
'CH057';'8596'
'CH057';'8597'
'CH057';'8586'
'CH057';'8587'
'CH057';'8584'
'CH057';'8585'
'CH057';'8590'
'CH057';'8588'
'CH057';'8589'
'CH023';'4600'
'CH057';'8576'
'CH057';'8577'
'CH057';'8582'
'CH057';'8583'
'CH057';'8580'
'CH057';'8581'
'CH040';'8702'
'CH040';'8703'
'CH040';'8700'
'CH021';'4586'
'CH023';'4587'
'CH023';'4584'
'CH023';'4585'
'CH023';'4588'
'CH023';'4578'
'CH023';'4579'
'CH023';'4576'
'CH023';'4577'
'CH023';'4582'
'CH023';'4583'
'CH023';'4581'
'CH023';'4571'
'CH023';'4574'
'CH023';'4573'
'CH023';'4562'
'CH023';'4563'
'CH023';'4566'
'CH021';'4564'
'CH023';'4565'
'CH023';'4554'
'CH023';'4552'
'CH023';'4553'
'CH023';'4558'
'CH023';'4556'
'CH023';'4557'
'CH032';'4153'
'CH055';'8640'
'CH055';'8646'
'CH023';'4146'
'CH055';'8645'
'CH032';'4147'
'CH032';'4144'
'CH022';'1792'
'CH022';'1793'
'CH061';'6010'
'CH022';'1796'
'CH021';'1797'
'CH012';'1914'
'CH061';'6014'
'CH061';'6015'
'CH012';'1912'
'CH061';'6012'
'CH012';'1913'
'CH061';'6013'
'CH012';'1918'
'CH061';'6003'
'CH012';'1906'
'CH061';'6006'
'CH012';'1907'
'CH012';'1904'
'CH061';'6004'
'CH012';'1905'
'CH061';'6005'
'CH012';'1911'
'CH012';'1908'
'CH012';'1898'
'CH012';'1899'
'CH012';'1896'
'CH012';'1897'
'CH012';'1902'
'CH012';'1903'
'CH012';'1890'
'CH012';'1891'
'CH012';'1895'
'CH011';'1892'
'CH012';'1893'
'CH011';'1882'
'CH011';'1880'
'CH011';'1884'
'CH011';'1885'
'CH012';'1874'
'CH012';'1875'
'CH012';'1872'
'CH012';'1873'
'CH011';'1866'
'CH011';'1867'
'CH011';'1864'
'CH011';'1865'
'CH012';'1870'
'CH012';'1871'
'CH012';'1868'
'CH012';'1869'
'CH011';'1856'
'CH011';'1862'
'CH064';'6074'
'CH011';'1863'
'CH011';'1860'
'CH064';'6072'
'CH064';'6073'
'CH012';'1978'
'CH064';'6078'
'CH012';'1976'
'CH012';'1977'
'CH012';'1982'
'CH064';'6066'
'CH012';'1983'
'CH064';'6067'
'CH064';'6064'
'CH012';'1981'
'CH012';'1971'
'CH012';'1968'
'CH064';'6068'
'CH012';'1969'
'CH012';'1974'
'CH012';'1975'
'CH012';'1972'
'CH064';'6056'
'CH012';'1973'
'CH012';'1962'
'CH064';'6062'
'CH012';'1963'
'CH064';'6063'
'CH064';'6060'
'CH012';'1961'
'CH012';'1966'
'CH012';'1967'
'CH012';'1964'
'CH061';'6048'
'CH012';'1965'
'CH012';'1955'
'CH064';'6055'
'CH021';'6052'
'CH064';'6053'
'CH012';'1958'
'CH033';'6042'
'CH061';'6043'
'CH012';'1957'
'CH012';'1946'
'CH012';'1947'
'CH061';'6047'
'CH012';'1944'
'CH061';'6044'
'CH023';'4145'
'CH040';'8248'
'CH057';'8254'
'CH032';'4148'
'CH057';'8255'
'CH057';'8252'
'CH057';'8253'
'CH052';'8242'
'CH052';'8243'
'CH052';'8240'
'CH032';'4142'
'CH052';'8241'
'CH023';'4143'
'CH040';'8246'
'CH040';'8247'
'CH040';'8245'
'CH052';'8234'
'CH052';'8235'
'CH052';'8232'
'CH052';'8233'
'CH032';'4132'
'CH052';'8239'
'CH032';'4133'
'CH052';'8236'
'CH032';'4123'
'CH052';'8226'
'CH052';'8224'
'CH031';'4126'
'CH052';'8225'
'CH032';'4127'
'CH032';'4124'
'CH052';'8231'
'CH031';'4125'
'CH052';'8228'
'CH023';'4114'
'CH023';'4115'
'CH052';'8218'
'CH023';'4112'
'CH052';'8219'
'CH052';'8216'
'CH023';'4118'
'CH052';'8217'
'CH052';'8222'
'CH023';'4116'
'CH052';'8223'
'CH032';'4117'
'CH032';'4106'
'CH032';'4107'
'CH032';'4104'
'CH032';'4105'
'CH052';'8208'
'CH052';'8214'
'CH023';'4108'
'CH052';'8215'
'CH052';'8212'
'CH052';'8213'
'CH052';'8203'
'CH052';'8200'
'CH032';'4102'
'CH032';'4103'
'CH052';'8207'
'CH032';'4101'
'CH040';'8194'
'CH040';'8195'
'CH040';'8192'
'CH032';'4222'
'CH040';'8193'
'CH032';'4223'
'CH040';'8196'
'CH040';'8197'
'CH040';'8314'
'CH023';'4208'
'CH040';'8315'
'CH040';'8312'
'CH032';'4202'
'CH040';'8317'
'CH032';'4203'
'CH040';'8306'
'CH040';'8307'
'CH040';'8304'
'CH023';'4206'
'CH040';'8305'
'CH032';'4207'
'CH040';'8310'
'CH023';'4204'
'CH040';'8311'
'CH040';'8308'
'CH040';'8309'
'CH040';'8302'
'CH040';'8303'
'CH057';'8280'
'CH057';'8274'
'CH057';'8272'
'CH057';'8273'
'CH057';'8266'
'CH057';'8267'
'CH057';'8264'
'CH012';'1945'
'CH061';'6045'
'CH012';'1950'
'CH061';'6034'
'CH061';'6035'
'CH012';'1948'
'CH061';'6032'
'CH061';'6033'
'CH012';'1938'
'CH061';'6038'
'CH061';'6039'
'CH012';'1936'
'CH061';'6036'
'CH012';'1937'
'CH061';'6037'
'CH012';'1942'
'CH061';'6026'
'CH012';'1943'
'CH061';'6027'
'CH061';'6024'
'CH012';'1941'
'CH061';'6025'
'CH061';'6030'
'CH012';'1928'
'CH061';'6028'
'CH012';'1929'
'CH012';'1934'
'CH061';'6018'
'CH061';'6019'
'CH012';'1932'
'CH061';'6016'
'CH012';'1933'
'CH061';'6017'
'CH012';'1922'
'CH061';'6022'
'CH012';'1923'
'CH061';'6023'
'CH012';'1920'
'CH033';'6020'
'CH012';'1921'
'CH012';'1926'
'CH012';'1927'
'CH012';'1925'
'CH024';'2042'
'CH061';'6142'
'CH024';'2043'
'CH061';'6143'
'CH024';'2046'
'CH061';'6130'
'CH024';'2034'
'CH024';'2035'
'CH061';'6132'
'CH061';'6133'
'CH061';'6122'
'CH061';'6123'
'CH024';'2036'
'CH024';'2037'
'CH061';'6126'
'CH024';'2027'
'CH024';'2024'
'CH024';'2025'
'CH061';'6125'
'CH061';'6114'
'CH024';'2028'
'CH061';'6112'
'CH061';'6113'
'CH024';'2019'
'CH024';'2016'
'CH024';'2017'
'CH024';'2022'
'CH061';'6106'
'CH024';'2023'
'CH061';'6105'
'CH061';'6110'
'CH024';'2014'
'CH024';'2015'
'CH024';'2012'
'CH024';'2013'
'CH061';'6102'
'CH061';'6103'
'CH024';'2000'
'CH012';'1994'
'CH012';'1992'
'CH012';'1993'
'CH021';'6083'
'CH012';'1996'
'CH012';'1997'
'CH012';'1986'
'CH021';'6086'
'CH012';'1987'
'CH012';'1984'
'CH021';'6084'
'CH012';'1985'
'CH021';'6085'
'CH012';'1991'
'CH012';'1988'
'CH011';'1595'
'CH011';'1586'
'CH057';'8265'
'CH057';'8268'
'CH057';'8269'
'CH057';'8259'
'CH052';'8262'
'CH052';'8263'
'CH052';'8260'
'CH052';'8261'
'CH057';'8376'
'CH057';'8370'
'CH057';'8371'
'CH057';'8374'
'CH057';'8372'
'CH057';'8362'
'CH057';'8363'
'CH057';'8360'
'CH040';'8354'
'CH057';'8355'
'CH040';'8352'
'CH032';'4254'
'CH040';'8353'
'CH023';'4252'
'CH032';'4253'
'CH057';'8356'
'CH032';'4242'
'CH057';'8357'
'CH032';'4243'
'CH040';'8344'
'CH032';'4246'
'CH040';'8345'
'CH023';'4247'
'CH032';'4244'
'CH023';'4245'
'CH023';'4234'
'CH023';'4232'
'CH023';'4233'
'CH040';'8342'
'CH040';'8340'
'CH023';'4226'
'CH023';'4227'
'CH040';'8330'
'CH032';'4224'
'CH040';'8331'
'CH032';'4225'
'CH023';'4228'
'CH040';'8335'
'CH023';'4229'
'CH040';'8332'
'CH040';'8322'
'CH040';'8320'
'CH040';'8442'
'CH040';'8447'
'CH040';'8444'
'CH033';'4334'
'CH033';'4332'
'CH033';'4333'
'CH033';'4322'
'CH040';'8426'
'CH033';'4323'
'CH040';'8427'
'CH040';'8424'
'CH040';'8425'
'CH033';'4324'
'CH040';'8428'
'CH033';'4325'
'CH033';'4314'
'CH040';'8418'
'CH033';'4315'
'CH033';'4312'
'CH040';'8416'
'CH033';'4313'
'CH040';'8422'
'CH033';'4316'
'CH033';'4317'
